"Name","URI","Region GSS code","Period","Sales volume","Reporting period","Average price All property types","Average price Detached houses","Average price Semi-detached houses","Average price Terraced houses","Average price Flats and maisonettes","Pivotable date"
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2016-05,94,monthly,430822,827986,497840,432390,293184,2016-05-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2016-06,164,monthly,425993,818091,492109,427658,289936,2016-06-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2016-07,169,monthly,424048,812266,489835,425825,288806,2016-07-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2016-08,119,monthly,429007,822256,495704,430663,292195,2016-08-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2016-09,159,monthly,429167,821822,496512,430825,292127,2016-09-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2016-10,131,monthly,399642,768163,462698,399870,272827,2016-10-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2016-11,104,monthly,396817,766924,459759,396062,271163,2016-11-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2016-12,161,monthly,399330,773563,461973,397848,273694,2016-12-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2017-01,115,monthly,421207,816456,486787,420056,288404,2017-01-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2017-02,127,monthly,422069,817013,486436,420334,289568,2017-02-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2017-03,114,monthly,420710,816485,484327,418502,288647,2017-03-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2017-04,143,monthly,425216,827645,488861,422573,291956,2017-04-01
Cambridge,http://landregistry.data.gov.uk/id/region/cambridge,E07000008,2017-05,115,monthly,431736,837682,497035,428742,296599,2017-05-01
